,,Location 2021,,-->,Location 2022,AIFDB,,,,Corpus Exists in AIFDB?,Most Recent Map in Corpus,Participants Tidied?,Transcript added to edit link?,2021 Corpus Edit LInk,2022 Corpus Edit Link,Text Present 2021 Location,Text Present 2022 Location,Progress Sheet Link,Transcript Google Doc link
Testrun,Corpus,AIFDBQT Map,AIFDB Map,,AIFDB Map,Old ID,,,Part number,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20980,20980,,,,,,10,y,20980,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20981,20981,,,,,,11,y,20981,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20989,20989,,,,,,12,y,20989,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20973,20973,,,,,,13,y,20973,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20977,20977,,,,,,14,y,20977,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20983,20983,,,,,,15,y,20983,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20994,20994,,,,,,16,y,20994,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20993,20993,,,,,,17,y,20993,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21007,21007,,,,,,18,y,21007,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20990,20990,,,,,,19,y,20990,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21005,21005,,,,,,20,y,21005,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20995,20995,,,,,,21,y,20995,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21011,25753,,,21011,,,22,y,25753,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20998,20998,,,,,,23,y,20998,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20996,20996,,,,,,24,y,20996,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21008,21008,,,,,,25,y,21008,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21004,21004,,,,,,26,y,21004,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20991,20991,,,,,,27,y,20991,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,20992,20992,,,,,,28,y,20992,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21001,21001,,,,,,29,y,21001,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21003,21003,,,,,,30,y,21003,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21009,21009,,,,,,31,y,21009,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21025,25754,,,21025; 23142,,,32,y,25754,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21018,21018,,,,,,33,y,21018,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21000,21000,,,,,,34,y,21000,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21012,21012,,,,,,35,y,21012,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21002,23146,,,21002,,,36,y,23146,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21022,21022,,,,,,37,y,21022,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21015,21015,,,,,,38,y,21015,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21014,21014,,,,,,39,y,21014,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21010,21010,,,,,,40,y,21010,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21029,21029,,,,,,41,y,21029,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21016,21016,,,,,,42,y,21016,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21026,21026,,,,,,43,y,21026,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21019,21019,,,,,,44,y,21019,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21038,21038,,,,,,45,y,21038,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21020,21020,,,,,,46,y,21020,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21021,21021,,,,,,47,y,21021,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21033,21033,,,,,,48,y,21033,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21028,21028,,,,,,49,y,21028,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21024,21024,,,,,,50,y,21024,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21023,21023,,,,,,51,y,21023,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21053,21053,,,,,,52,y,21053,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21030,21030,,,,,,53,y,21030,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21035,23144,,,21035,,,54,y,23144,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21051,21051,,,,,,55,y,21051,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21031,21031,,,,,,56,y,21031,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21034,23148,,,21034,,,57,y,23148,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21049,21049,,,,,,58,y,21049,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21041,21041,,,,,,59,y,21041,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21032,21032,,,,,,60,y,21032,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21043,21043,,,,,,61,y,21043,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21027,21027,,,,,,62,y,21027,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21044,21044,,,,,,63,y,21044,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21055,21055,,,,,,64,y,21055,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21039,21039,,,,,,65,y,21039,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21040,21040,,,,,,66,y,21040,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21048,21048,,,,,,67,y,21048,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21047,21047,,,,,,68,y,21047,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21050,21050,,,,,,69,y,21050,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21046,21046,,,,,,70,y,21046,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21045,21045,,,,,,71,y,21045,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21054,25901,,,21054,,,72,y,25901,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21052,21052,,,,,,73,y,21052,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21056,21056,,,,,,74,y,21056,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21071,21071,,,,,,75,y,21071,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21073,21073,,,,,,76,y,21073,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21075,21075,,,,,,77,y,21075,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21076,21076,,,,,,78,y,21076,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21079,21079,,,,,,79,y,21079,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21080,21080,,,,,,80,y,21080,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21081,21081,,,,,,81,y,21081,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21082,21082,,,,,,82,y,21082,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21083,21083,,,,,,83,y,21083,,,,,,,,
cutiestestrun29april2021,cutiestestrun29april2021,21084,21084,,,,,,84,y,21084,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun29april2021,IAAcuties29April2021old,21025,21025,,23142,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=73ee981f48891c4392f9585b420b69a9,http://corpora.aifdb.org/edit.php?k=16fada90e72517f708c24e7d8666d67e,n,y,,
cutiestestrun29april2021,IAAcuties29April2021old,21035,21035,,23144,,,,,y,,,,,,n,y,,
cutiestestrun29april2021,IAAcuties29April2021old,21002,21002,,23146,,,,,y,,,,,,n,y,,
cutiestestrun29april2021,IAAcuties29April2021old,21034,21034,,23148,,,,,y,,,,,,n,y,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun29april2021,IAAcuties29April2021new,22138,,,23482,23143,,,32,y,23482,,,http://corporaqt.arg.tech/edit.php?k=b6b89a45225ce4d128a76e4814d8e676,http://corpora.aifdb.org/edit.php?k=7a3817e7dfbdaa8148f6452cdec2caab,y,y,,
cutiestestrun29april2021,IAAcuties29April2021new,22140,,,23493,23145,,,54,n,23145,,,,,y,y,,
cutiestestrun29april2021,IAAcuties29April2021new,22204,,,23147,,,,36,y,23147,,,,,y,y,,
cutiestestrun29april2021,IAAcuties29April2021new,22205,,,23150,,,,57,y,23150,,,,,y,y,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20830,20830,,,,,,1,y,20830,,y,http://corpora.aifdb.org/edit.php?k=4edc461ce2c7032d7afb88bb6d2cd3ca,,,,https://docs.google.com/spreadsheets/d/1SR31y3aVNEQeUtQTb8D2toXb2TOTj9fiKYtbG0UVbLo/edit#gid=854193223,https://docs.google.com/document/d/11Dk-ygzxT_3fWFa6tKXmOau3PjRL5TKKkaG-6fnPiC4/edit?usp=sharing
cutiestestrun15april2021,cutiestestrun15april2021,20832,20832,,,,,,2,y,20832,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20836,20836,,,,,,3,y,20836,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20831,20831,,,,,,4,y,20831,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20837,20837,,,,,,5,y,20837,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20833,20833,,,,,,6,y,20833,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20834,20834,,,,,,7,y,20834,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20840,20840,,,,,,8,y,20840,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20846,20846,,,,,,9,y,20846,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20835,20835,,,,,,10,y,20835,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20841,20841,,,,,,11,y,20841,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20855,20855,,,,,,12,y,20855,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20838,20838,,,,,,13,y,20838,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20839,20839,,,,,,14,y,20839,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20847,25902,,,20847,,,15,y,25902,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20842,20842,,,,,,16,y,20842,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20845,20845,,,,,,17,y,20845,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20844,20844,,,,,,18,y,20844,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20849,20849,,,,,,19,y,20849,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20853,23133,,,20853,,,20,y,23133,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20848,20848,,,,,,21,y,20848,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20850,20850,,,,,,22,y,20850,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20852,20852,,,,,,23,y,20852,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20856,20856,,,,,,24,y,20856,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20857,20857,,,,,,25,y,20857,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20854,23135,,,20854,,,26,y,23135,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20863,20863,,,,,,27,y,20863,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20859,20859,,,,,,28,y,20859,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20861,20861,,,,,,29,y,20861,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20860,20860,,,,,,30,y,20860,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20864,20864,,,,,,31,y,20864,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20875,20875,,,,,,32,y,20875,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20862,20862,,,,,,33,y,20862,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20891,23137,,,20891,,,34,y,23137,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20866,20866,,,,,,35,y,20866,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20871,20871,,,,,,36,y,20871,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20873,20873,,,,,,37,y,20873,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20883,23472,,,20883,,,38,y,23472,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20874,20874,,,,,,39,y,20874,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20865,20865,,,,,,40,y,20865,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20868,20868,,,,,,41,y,20868,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20869,20869,,,,,,42,y,20869,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20872,20872,,,,,,43,y,20872,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20882,20882,,,,,,44,y,20882,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20885,20885,,,,,,45,y,20885,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20880,20880,,,,,,46,y,20880,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20878,20878,,,,,,47,y,20878,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20887,20887,,,,,,48,y,20887,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20879,20879,,,,,,49,y,20879,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20877,20877,,,,,,50,y,20877,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20886,20886,,,,,,51,y,20886,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20894,20894,,,,,,52,y,20894,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20881,20881,,,,,,53,y,20881,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20884,20884,,,,,,54,y,20884,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20890,20890,,,,,,55,y,20890,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20889,20889,,,,,,56,y,20889,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20893,20893,,,,,,57,y,20893,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20888,20888,,,,,,58,y,20888,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20895,20895,,,,,,59,y,20895,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20892,20892,,,,,,60,y,20892,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20896,20896,,,,,,61,y,20896,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,,21333,,,,,,part 62,,21333,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,,21334,,,,,,part 63,,21334,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,,21335,,,,,,part 64,,21335,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,,21336,,,,,,part 65,,21336,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,,21337,,,,,,part 66,,21337,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,,21338,,,,,,part 67,,21338,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,,21339,,,,,,part 68,,21339,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,,21340,,,,,,part 69,,21340,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,,21341,,,,,,part 70,,21341,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,,21342,,,,,,part 71,,21342,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,,21343,,,,,,part 72,,21343,,,,,,,,
cutiestestrun15april2021,cutiestestrun15april2021,,21344,,,,,,part 73,,21344,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun15april2021,IAAcuties15April2021old,20853,20853,,23133,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=24bce8d07db2913f603192915f2772e0,http://corpora.aifdb.org/edit.php?k=fc127533ae51fc6474742fe5cc8d48b9,n,y,,
cutiestestrun15april2021,IAAcuties15April2021old,20854,20854,,23135,,,,,y,,,,,,n,y,,
cutiestestrun15april2021,IAAcuties15April2021old,20891,20891,,23137,,,,,y,,,,,,n,y,,
cutiestestrun15april2021,IAAcuties15April2021old,20883,20883,,23472,23139,,,,y,,,,,,n,y,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun15april2021,IAAcuties15April2021new,22076,,,23134,22076,,,20,y,23134,,,http://corporaqt.arg.tech/edit.php?k=03b8ec741e633ea4208af8edfd5a186b,http://corpora.aifdb.org/edit.php?k=082d04d9db49ab1f981e59307da90615 ,y,y,,
cutiestestrun15april2021,IAAcuties15April2021new,22077,,,23136,22077,,,26,y,23136,,,,,y,y,,
cutiestestrun15april2021,IAAcuties15April2021new,22078,,,23138,22078,,,34,y,23138,,,,,y,y,,
cutiestestrun15april2021,IAAcuties15April2021new,22079,,,23141,22079,,,38,y,23141,,,,,y,y,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20728,20728,,,,,,1,y,20728,,y,http://corpora.aifdb.org/edit.php?k=8d0563e7a739772b33a1403ac239d1db,,,,https://docs.google.com/spreadsheets/d/1SR31y3aVNEQeUtQTb8D2toXb2TOTj9fiKYtbG0UVbLo/edit#gid=196371844,https://docs.google.com/document/d/17pT_eTxNJkulvMz6siZoQnX2Ui6-qTntwOc2TQvVCRM/edit?usp=sharing
cutiestestrun18march2021,cutiestestrun18march2021,20729,20729,,,,,,2,y,20729,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20731,20731,,,,,,3,y,20731,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20733,20733,,,,,,4,y,20733,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20734,20734,,,,,,5,y,20734,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20732,23126,,,20732,,,6,y,23126,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20744,20744,,,,,,7,y,20744,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20739,20739,,,,,,8,y,20739,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20752,20752,,,,,,9,y,20752,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20735,20735,,,,,,10,y,20735,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20741,23128,,,20741,,,11,y,23128,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20737,20737,,,,,,12,y,20737,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20736,20736,,,,,,13,y,20736,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20747,20747,,,,,,14,y,20747,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20745,20745,,,,,,15,y,20745,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20743,20743,,,,,,16,y,20743,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20751,20751,,,,,,17,y,20751,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20738,20738,,,,,,18,y,20738,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20740,20740,,,,,,19,y,20740,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20750,20750,,,,,,20,y,20750,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20742,23447,,,20742,,,21,y,23447,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20748,20748,,,,,,22,y,20748,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20746,20746,,,,,,23,y,20746,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20755,20755,,,,,,24,y,20755,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20756,20756,,,,,,25,y,20756,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20753,20753,,,,,,26,y,20753,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20749,20749,,,,,,27,y,20749,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20754,20754,,,,,,28,y,20754,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20773,20773,,,,,,29,y,20773,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20761,20761,,,,,,30,y,20761,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20757,20757,,,,,,31,y,20757,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20759,20759,,,,,,32,y,20759,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20762,20762,,,,,,33,y,20762,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20758,20758,,,,,,34,y,20758,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20760,20760,,,,,,35,y,20760,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20763,20763,,,,,,36,y,20763,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20765,20765,,,,,,37,y,20765,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20764,23131,,,20764,,,38,y,23131,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20766,20766,,,,,,39,y,20766,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20768,20768,,,,,,40,y,20768,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20772,20772,,,,,,41,y,20772,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20769,20769,,,,,,42,y,20769,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20770,20770,,,,,,43,y,20770,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20767,20767,,,,,,44,y,20767,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20771,20771,,,,,,45,y,20771,,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20774,20774,,,,,,46,y,20774,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun18march2021,IAAcuties18March2021old,20732,20732,,23126,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=65e160622d9a3254048980ea5e6c1731,http://corpora.aifdb.org/edit.php?k=1848397393c488b2021a6305cf096d4b ,n,,,
cutiestestrun18march2021,IAAcuties18March2021old,20741,20741,,23128,,,,,y,,,,,,n,,,
cutiestestrun18march2021,IAAcuties18March2021old,20742,20742,,23447,23130,,,,y,,,,,,n,,,
cutiestestrun18march2021,IAAcuties18March2021old,20764,20764,,23131,,,,,y,,,,,,n,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun18march2021,IAAcuties18Mar2021new,22001,,,23127,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=a0033a5b3e8f01879ec97e86e83ea5fc,http://corpora.aifdb.org/edit.php?k=45e7d15ff77cfdc9ab1ffe2afa0d1256 ,y,,,
cutiestestrun18march2021,IAAcuties18Mar2021new,22075,,,23129,,,,,y,,,,,,y,,,
cutiestestrun18march2021,IAAcuties18Mar2021new,22074,,,23287,,,,,y,,,,,,y,,,
cutiestestrun18march2021,IAAcuties18Mar2021new,22000,,,23132,,,,,y,,,,,,y,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20478,20478,,,,,,1,y,20478,,y,http://corpora.aifdb.org/edit.php?k=303c62a8c37f8ece6d30b9bd9d305bab,,,,https://docs.google.com/spreadsheets/d/1SR31y3aVNEQeUtQTb8D2toXb2TOTj9fiKYtbG0UVbLo/edit#gid=1917038566,https://docs.google.com/document/d/19t4DtFz1VEYomt8spR4yJiJuL6gX_e7G35X7Xl8h8ro/edit?usp=sharing
cutiestestrun4march2021,cutiestestrun4march2021,20479,20479,,,,,,2,y,20479,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20481,20481,,,,,,3,y,20481,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20485,20485,,,,,,4,y,20485,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20480,20480,,,,,,5,y,20480,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20482,20482,,,,,,6,y,20482,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20483,20483,,,,,,7,y,20483,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20490,20490,,,,,,8,y,20490,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20487,23106,,,20487,,,9,y,23106,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20491,20491,,,,,,10,y,20491,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20484,20484,,,,,,11,y,20484,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20496,20496,,,,,,12,y,20496,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20492,20492,,,,,,13,y,20492,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20486,20486,,,,,,14,y,20486,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20489,20489,,,,,,15,y,20489,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20494,20494,,,,,,16,y,20494,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20497,20497,,,,,,17,y,20497,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20493,20493,,,,,,18,y,20493,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20500,20500,,,,,,19,y,20500,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20488,20488,,,,,,20,y,20488,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20499,20499,,,,,,21,y,20499,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20495,20495,,,,,,22,y,20495,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20498,23114,,,20498,,,23,y,23114,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20502,20502,,,,,,24,y,20502,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20503,20503,,,,,,25,y,20503,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20501,23120,,,20501,,,26,y,23120,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20507,20507,,,,,,27,y,20507,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20511,20511,,,,,,28,y,20511,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20505,20505,,,,,,29,y,20505,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20509,20509,,,,,,30,y,20509,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20504,20504,,,,,,31,y,20504,,,,,,,,
